dia_li,gdcd,hoa_hoc,lich_su,ngoai_ngu,sbd,sinh_hoc,toan,van,vat_li
6.75,7.75,,6.25,N1:6.80,33006540,,8,7.50,
,,8.75,,N1:3.40,33006541,5,8.40,6.75,7.75
,,7.25,,N1:6.20,33006542,5.50,8.60,7.50,8.25
8.25,9,,7.75,N1:7.60,33006543,,6.80,7.25,
,,8.25,,N1:3,33006544,4.25,8.80,5.50,7.25
,,7,,N1:4.20,33006545,3.50,8.40,7.25,7
7.75,9,,8,N1:2.80,33006546,,7.20,7.50,
6,,,5.25,,33006547,,6.20,8,
,,7,,N1:4.80,33006548,6,7.40,6.50,4.25
,,7.75,,N1:4.80,33006549,4.50,8.40,7.50,7.50
,,5,,N1:3.60,33006550,5.50,8,6.75,3
,,7.50,,N1:3.20,33006551,6.75,8.40,7.25,7.50
5.50,8,,3,N1:3.80,33006552,,6.20,8.50,
6.75,,,2.25,,33006553,,6.20,6.75,
7.25,8.25,,7.25,N1:7,33006554,,7,5,
5.75,8.50,,4,N1:5,33006555,,8.40,8,
5.50,7.50,,3.75,N1:3.60,33006556,,7.60,7.75,
6.25,8.75,,5,N1:6,33006557,,8.20,7,
7,8.50,,3.50,N1:5.40,33006558,,6,7.25,
5,,,2.50,,33006559,,4.80,4,
6,7,,3.25,N1:7.40,33006560,,9,8,
4.50,8,,2.50,N3:6.80,33006561,,6.80,6.50,
6,8,,5.25,N1:3.60,33006562,,7.80,7,
7.25,7.75,,6.25,N1:6.60,33006563,,7.20,7.75,
,,4.50,,N1:6.60,33006564,2.75,7.80,7.42,6.75
,,5.75,,N1:4.60,33006565,5.25,8.20,6.25,5.75
,,6.50,,N1:5,33006566,3.50,7.40,7.25,7.50
8.50,8.75,,3.75,N1:6.40,33006567,,8.80,7.75,
6.50,9,,4.25,N1:4.20,33006568,,6.20,7.75,
7.75,8.50,,6.25,N1:4.60,33006569,,7.40,6.50,
6.50,8,,4.25,N1:5.40,33006570,,8,7.50,
6,7.25,,4.75,N1:5,33006571,,6.20,7,
4.75,5.50,,2.75,N1:2.80,33006572,,2.40,5.50,
,,5.50,,N1:3,33006573,3.50,4.20,6.50,4.50
8.25,8.75,,8,N1:6.60,33006574,,7.20,7,
,,7.25,,N1:3.60,33006575,3,8,4.75,6.25
,,6.50,,N1:4.80,33006576,4.25,8.20,5.75,7.50
,,6,,N1:7.60,33006577,5,8.60,5.50,6.50
,,8.50,,N1:4,33006578,8,7.80,7,5.25
,,8,,N1:6.20,33006579,4.75,7.40,6.50,7.50
,,6,,N1:5.80,33006580,4.25,7.20,6.75,6.75
,,4.75,,N1:5,33006581,4.75,8.80,7,7.75
7.25,8.25,,6,N1:5.60,33006582,,8.60,7.75,
,,8.25,,N1:5.60,33006583,2.75,8,6,8.25
,,4.50,,N1:7,33006584,4.50,9.60,6.25,8.25
,,6,,N1:6,33006585,4.50,7,7.75,6.50
8,7.75,,5.50,N1:7.60,33006586,,8.20,8.25,
6.50,6.50,,4,N1:5.40,33006587,,7.60,7,
,,7.50,,N1:2.80,33006588,4,7.80,6.75,7.50
,,8,,N1:4.80,33006589,6.75,6.80,8.25,7.25
,,8,,N1:3.20,33006590,5.25,7.60,6.75,6
,,8.25,,N1:3,33006591,5.25,8.40,7.25,8.50
,,7.75,,N1:3,33006592,3.50,8,6.25,6.75
,,5,,N1:5.40,33006593,4.25,7.60,5.50,7.75
7.50,8,,6.50,N1:8.40,33006594,,4.60,7.25,
,,6.50,,N1:3.60,33006595,5.25,7.20,6.50,4.25
,,8.25,,N1:6.40,33006596,2.75,7.80,4,7
6,7.50,,4.75,N1:6.80,33006597,,8.40,8,
6.75,7,,5.50,N1:6.40,33006598,,6.40,8,
5.50,6.75,,3.50,N1:2.60,33006599,,5.20,5,
,,7.75,,N1:2.40,33006600,3.50,8,6,7.75
,,8,,N1:3.20,33006601,5.75,7.60,5.75,7.50
7,9.50,,5.75,N1:2,33006602,,8,7.50,
7,8.25,,5.50,,33006603,,6.80,5.75,
6.25,8.75,,6,N1:7.60,33006604,,6.80,7.25,
,,8.25,,N1:4.40,33006605,6.50,8.60,6.50,7.25
,,4.75,,N1:5.60,33006606,4.50,7.80,7,7.75
,,7.25,,N1:4,33006607,3,8.80,6.25,4.75
5.25,7,,2.25,N1:3.80,33006608,,6.80,6.50,
,,4,,N1:7.60,33006609,4,7.40,7,4
6,8.75,,4,N1:5.20,33006610,,6.80,6.75,
7.25,,,6.25,,33006611,,6.60,8,
,,9.25,,N1:4.40,33006612,8.25,9.20,7,4.50
,,3.75,,N1:4.40,33006613,3.50,6,6.75,6
6,7,,6,N1:3.20,33006614,,7.80,8.75,
,,7,,N1:3.80,33006615,4,9,5.50,7.75
,,3.25,,N1:3.40,33006616,5,6.60,6.75,5.75
6.25,6.75,,4,N1:6.20,33006617,,4.60,6.25,
,,6.75,,N1:5,33006618,4.75,8,6.25,7
,,5.25,,N1:5.40,33006619,5,6,5,3.75
7.75,8,,5.50,N1:4.40,33006620,,7.80,8,
6.25,8,,4.25,N1:4.80,33006621,,4.80,7,
4.50,,,2.75,,33006622,,2.60,2.50,
,,6.25,,N1:5.80,33006623,2.50,5.20,5.75,3.75
,,7,,N1:6.80,33006624,4,8,7,8.50
7,8.75,,7,N1:3.20,33006625,,6,6.25,
6.25,8,,5.50,N1:2.20,33006626,,3.60,7.75,
3.50,6.50,,4.50,N1:6.20,33006627,,8.20,8,
,,8.75,,N1:4.80,33006628,5.50,9.40,8,8.50
,,7.75,,N1:4,33006629,5,7.20,6.75,7.25
7.25,9,,5.50,N1:7.60,33006630,,7.20,7.50,
6.50,8,,4.75,N1:7.20,33006631,,7.40,6,
,,4.50,,N1:7.20,33006632,5,8.20,7,6
,,3.75,,N1:6,33006633,3.75,8.60,8.25,7.50
7,7,,4.50,N6:3.60,33006634,,6.60,7.75,
7,8,,4.75,N1:7,33006635,,7,8.50,
,,8.25,,N1:3.60,33006636,6.25,8.40,7.25,7.75
5.25,8.75,,3,N1:3.80,33006637,,8,7.50,
5.50,8.25,,5.75,N1:5.80,33006638,,7.60,8.25,
7.75,,,3.25,,33006639,,5.80,7,
,,7.75,,N1:3.20,33006640,8,8.80,6.25,8
6.50,8.50,,7.75,N1:5.20,33006641,,7.20,6.75,
,,5.25,,N1:5.80,33006642,3.75,8.40,5.75,7.50
7.50,8,,5.50,N1:5.80,33006643,,7.40,7,
,,5.50,,N1:6.60,33006644,4.50,7.40,6,4.50
7.50,8.75,,6,N1:4.20,33006645,,7,6.50,
6,8.50,,4.75,N1:4.80,33006646,,7.60,6.50,
8.25,7.75,,5.25,N1:6.60,33006647,,7.60,8.25,
6.75,8,,4.50,N1:5.40,33006648,,7.80,8.50,
,,8.25,,N1:4.60,33006649,5,8.80,6.50,7.50
6.25,7.75,,5.50,N1:2.80,33006650,,7,7,
,,6.75,,N1:6,33006651,4.50,7.40,8.25,5.25
,,4,,N1:5.60,33006652,4,8.40,5.50,7.50
6,7.25,,4.75,N1:5,33006653,,8,7.25,
6.25,7.75,,5.25,N1:6.80,33006654,,8.80,7,
,,8.25,,N1:4.80,33006655,7.50,9.40,6.50,4.50
,,7.50,,N1:7.60,33006656,4.75,7.80,6,6
6.50,7.50,,4.50,N1:6.40,33006657,,8.40,7.25,
6.50,7.25,,3.25,N1:3,33006658,,6.20,5.50,
,,7.50,,N1:4.40,33006659,4.50,6.60,4.25,7.25
6,7,,4.25,N1:6.60,33006660,,8,7,
7,8,,5.75,N1:3.40,33006661,,7.80,7.50,
,,8,,N1:2,33006662,3,7.20,7,8
7,8.50,,5,N1:2.80,33006663,,6.80,6.75,
,,3.50,,N1:4.80,33006664,3,9.20,6,7
6.50,7,,4.25,N1:4,33006665,,7,5.50,
7.50,8.25,,5.50,N1:7.40,33006666,,8.40,8.75,
7.50,7.25,,4.50,N1:6,33006667,,7,7.25,
7.75,,,4.75,,33006668,,5.80,7,
,,8.75,,N1:5.20,33006669,4.75,8.20,7.50,7.25
7,8.25,,8,N1:2.20,33006670,,5.80,7.25,
6.50,8.25,,4,N1:4.20,33006671,,6.80,6.75,
7.25,8.25,,8.25,N1:7.40,33006672,,8,6.75,
,,6.25,,N1:4.40,33006673,6.75,7.60,7.25,7.75
6,,,3.75,,33006674,,3.40,5.25,
6.25,7.50,,4.25,N1:4.60,33006675,,7.60,7.75,
7.75,8.75,,7.75,N1:1.80,33006676,,5.80,7.75,
9.25,8.25,,6.75,N1:8.60,33006677,,8.80,7.75,
8.25,7.50,,7.25,N1:6,33006678,,8,6.50,
6.50,8.25,,4,N1:4.80,33006679,,7.40,7,
4.75,4.50,,2.75,N1:5.20,33006680,,7.40,5,
,,4,,N1:2.40,33006681,4,8.20,6.25,7
4.75,4.75,,4,N1:6.60,33006682,,7.20,4.25,
,,6.75,,N1:7.60,33006683,5,8,5.50,7
6.50,8,,5.75,N1:6.80,33006684,,8,7.75,
,,7,,N1:6.60,33006685,6.25,9,6.75,8
,,8.50,,N1:5.40,33006686,6.25,8.40,7,7.50
8,9.25,,4.75,N1:4.60,33006687,,7.20,6.50,
,,8.75,,N1:4.80,33006688,4,8.80,7.50,8.50
,,8,,N1:4.60,33006689,4.50,8,6.25,6.75
,,5.25,,N1:4.80,33006690,6.25,8,5.75,6.25
7.75,,,4.50,,33006691,,6,7,
6.75,8.75,,4.50,N1:6.40,33006692,,8,7,
,,8,,N1:2,33006693,4.75,7.60,6.75,6.50
,,5,,N1:3.40,33006694,2.50,7.40,6.50,6.25
,,7.25,,N1:4,33006695,4.25,8.20,6,7
,,6.50,,N1:2.60,33006696,6.25,7.60,4.75,2.75
7,,,6.50,,33006697,,7.20,7.50,
,,6.25,,N1:1.80,33006698,4,7.80,7.50,4
,,8.25,,N1:4.60,33006699,5.75,7.20,6,7
,,7.75,,N1:5.40,33006700,4.75,9.40,6.50,7
,,6.75,,N1:3.80,33006701,6,7.40,7.50,7
,,7.25,,N1:5,33006702,4,7.20,6.50,7
,,6.50,,N1:3.40,33006703,4.75,8.60,5.50,6.50
,,7.75,,N1:5.60,33006704,4.25,8,7,7.25
,,5.50,,N1:3.80,33006705,5.25,6,4.50,5.50
7,7.25,,5,N1:3.60,33006706,,7.80,5.75,
,,8.25,,N1:1.80,33006707,7.75,8.20,7.75,4.50
6.25,8,,4.50,N1:4.80,33006708,,6.80,7.75,
,,6.50,,N1:4,33006709,6,7.80,5.75,7.50
8.50,8.50,,6,N1:8.20,33006710,,9,8.75,
6.50,8,,3.25,N1:6.60,33006711,,7.20,7.25,
5.50,6.75,,2.75,N1:2.40,33006712,,7.20,7.50,
,,7.50,,N1:6.20,33006713,5,7.20,5.75,7.50
8.25,9.50,,5.50,N1:6.60,33006714,,8.20,8.50,
6.25,8.25,,4.50,N1:4.40,33006715,,7.80,8.50,
7.75,7.75,,3.50,N1:5.20,33006716,,7.20,8.50,
6.50,6.75,,3,N1:6,33006717,,5.40,7.75,
7.25,8,,4.50,N1:6.20,33006718,,8.20,8,
7,8,,5.25,N1:5,33006719,,8.80,8,
6.75,8,,7.25,N1:2.80,33006720,,7.80,9,
5.75,,,4,,33006721,,3.80,6.25,
7.50,7.50,,5.75,N1:4.60,33006722,,7.20,8,
7.50,7.75,,4.25,N1:6,33006723,,6.60,7.25,
,,5.50,,N1:4.20,33006724,5,7.20,6.17,6.50
7.25,,,3.75,,33006725,,6.60,7.25,
6.75,6.75,,3.50,N1:4.80,33006726,,9,8.25,
,,8.50,,N1:5.80,33006727,4.75,9.60,6.25,8.75
,,4.25,,N1:7,33006728,3.75,6.60,6.50,7.25
4.75,8,,4.75,N1:4,33006729,,6,5,
,,8.75,,N1:3.60,33006730,6.25,9.40,6,8
,,7.50,,N1:5,33006731,3.50,9,5.75,7.75
7.50,8.50,,7.25,N1:6.60,33006732,,8,5.75,
6.25,7.75,,4.50,N6:7.20,33006733,,6.80,6,
6.75,,,6.50,,33006734,,6,6.50,
,,,,,33006735,,,,
,,7.75,,N1:4,33006736,2.50,9.40,5.25,9
7.25,8,,3.75,N1:6.20,33006737,,7.80,7.50,
6.25,6.75,,3.50,N6:6.80,33006738,,9.20,8,
6.25,6.50,,3.25,N1:6.60,33006739,,8.60,8.75,
,,4.25,,N1:4.80,33006740,4,7.20,7.50,5.25
7,8.50,,5.75,N1:6.40,33006741,,7.60,8,
5.25,6.25,,5,N1:4,33006742,,6.40,7,
,,8.50,,N1:4.60,33006743,4.75,7.80,7,3.75
,,5.75,,N1:4.40,33006744,6.25,8.40,6.50,6
7.25,7,,5.50,N1:3.40,33006745,,7.80,8.25,
,,8,,N1:5.80,33006746,5.25,8.40,7.25,7.50
7.25,8,,6.25,N1:5.60,33006747,,8.40,7,
,,8.50,,N1:4.40,33006748,3,8.40,4.75,7
7.25,,,4.50,,33006749,,6,7,
,,7.75,,N1:4.60,33006750,4.25,8,6.50,7
6.50,7,,5.50,N1:2.60,33006751,,5.80,5.75,
,,8.25,,N1:5,33006752,6,9,7.50,6.50
,,4.25,,N1:6.60,33006753,4.25,5.80,6.50,5
8.25,8,,4.75,N1:7.80,33006754,,8.60,6.50,
,,6,,N1:6.40,33006755,3.50,8.40,6,8.50
,,7.50,,N1:8.20,33006756,4.50,8.80,6.75,7.75
6.75,6.75,,6.25,N1:5.20,33006757,,7.20,7.25,
7,,,4,,33006758,,5.60,3.50,
,,7.75,,N1:2.60,33006759,5.75,8,5.50,7.25
,,8,,N1:4.80,33006760,5.25,8.80,7,8
6.25,7.75,,5.25,N1:6.40,33006761,,8.20,8,
4.50,7.25,,3.50,N3:7.60,33006762,,8,7.75,
8.25,9,,4.75,N1:7.20,33006763,,8.20,8.50,
7.25,7.75,,4.50,N1:5.60,33006764,,7.80,6,
7,9.50,,5.25,N1:6,33006765,,7.80,8.50,
,,6,,N1:2.40,33006766,7,8.20,6.50,7.50
5.50,7.75,,2.75,N1:5.20,33006767,,7.80,8,
7.25,7.50,,4.75,N1:5.80,33006768,,6,7.50,
7.50,9.50,,7,N1:6.20,33006769,,8.60,5.75,
,,6.25,,N1:4,33006770,3,8.60,7.75,5
,,4,,N1:4.40,33006771,3.50,7.60,5,7.50
,,3.25,,N1:6.60,33006772,4,8.80,5,7.75
7,7,,4.75,N1:6.60,33006773,,8.40,7.75,
,,5.75,,N1:5.40,33006774,3,7.20,4.75,5.50
6.75,7.75,,6.25,N1:4,33006775,,7.20,6.50,
6.50,7,,3.50,N3:2.20,33006776,,5.40,7,
6.50,8,,4.75,N1:5.40,33006777,,8,5.75,
6,8,,5.50,N1:5.60,33006778,,5.40,7.75,
,,8.75,,N1:2.40,33006779,3.75,9,5.75,8
7.75,9.50,,5.50,N1:2.20,33006780,,7,8.75,
6,8.25,,4,N1:5.80,33006781,,8.40,8,
,,5.50,,N1:6.40,33006782,3.75,9,7.50,8
4.75,8,,3,N1:2.80,33006783,,6.80,7.50,
7,7.25,,3.75,N1:5.60,33006784,,6.40,7.75,
5.50,,,3.75,,33006785,,5.20,5.25,
6.25,,,4,,33006786,,5,7.75,
,,9,,N1:2.40,33006787,3.75,9.60,6,7
5.75,7.75,,4.50,N1:8,33006788,,8.40,6,
5.75,6,,4.75,N1:3.40,33006789,,4.20,7,
6,7.25,,4.50,N1:6.40,33006790,,8.20,8,
5.75,7.75,,4,N1:6.40,33006791,,7.80,6.50,
5.25,7.25,,3,N1:5,33006792,,5,8.50,
5.75,7.25,,4,N1:5.40,33006793,,7.80,7.25,
8,6.25,,3.25,N3:4.20,33006794,,4.40,6,
7,8.50,,5,N1:5.40,33006795,,8.60,7,
6,7.75,,4,N1:3.60,33006796,,8.20,7,
,,7,,N1:4.20,33006797,5.75,8.80,6.75,8.50
,,7.75,,N1:4.40,33006798,4.25,7.40,6.50,7.75
7.50,9,,5.75,N1:5.20,33006799,,7,7,
,,5,,N1:4.20,33006800,5,7.80,6.75,5.75
,,7,,N1:3.80,33006801,3,7.40,7,6.50
8.50,8.75,,9.25,N1:2.20,33006802,,8,7.50,
,,6.50,,N1:3.20,33006803,2.75,8,7.75,7.25
,,7,,N1:3,33006804,4,8.20,7.50,7.25
7.25,8,,4.50,N1:5.60,33006805,,6.40,7.50,
5.25,7.75,,4.50,N1:4.60,33006806,,4.80,8,
7.50,8,,6.25,N1:5.60,33006807,,7.60,7,
,,7.75,,N1:3.40,33006808,3,7,7,6.75
,,7.75,,N1:3.80,33006809,5.75,8.80,5,7.75
,,7.75,,N1:4.40,33006810,4.50,8.60,6.75,8.25
6.75,8.50,,5.75,N1:4.80,33006811,,7.40,7,
6.25,7.75,,2.25,N1:5,33006812,,7.40,7.33,
,,9.25,,N1:4,33006813,4.50,8.80,7,8.25
3,7.50,,5.75,N1:5.80,33006814,,6.60,7.50,
6.25,7.75,,5.50,N1:4.60,33006815,,7.80,8,
6,8.75,,5,N1:7.60,33006816,,7.80,8,
7,8.25,,7.25,N1:8.60,33006817,,6.80,8.75,
7.50,,,5.50,,33006818,,8.20,8.50,
,,5.25,,N1:4.60,33006819,3.50,7.80,7.50,7.50
,,2.50,,N1:6.80,33006820,5,8,6.50,5
5.50,7.50,,6.50,N1:2,33006821,,8.20,6.25,
,,5,,N1:4,33006822,4,5.60,5.75,5
6.75,6.50,,4.50,N1:6.20,33006823,,6.60,6.25,
5.50,6.75,,3.25,N1:6.40,33006824,,7.40,6.58,
,,7,,N1:3.80,33006825,6,9,6.50,7
,,6.25,,N1:5,33006826,4.50,8,6.50,7.50
,,8.25,,N1:2.60,33006827,2.25,9,6.50,7.75
7.50,7.25,,3.25,N1:4.80,33006828,,7,7.75,
6.50,7.50,,4.75,N1:2.80,33006829,,7,7.50,
,,5.50,,N1:3.20,33006830,6.25,7.40,7,4
4,,,3.25,,33006831,,5,4,
5,7,,3.75,N1:5.20,33006832,,7,8,
8,8.75,,6.50,N1:4,33006833,,7.20,7.75,
7.50,8,,4.50,N6:6.20,33006834,,8.20,6.75,
5.75,6.25,,4.75,N1:4.20,33006835,,6.20,7,
7.25,10,,5.25,N1:5.40,33006836,,8.20,8.25,
,,4,,N1:5,33006837,5,6,7.25,5.75
7.25,8.50,,5.25,N1:7,33006838,,6.40,6.75,
7.25,8.50,,6,N1:5.40,33006839,,7.20,8,
6.50,8,,4.25,N1:5.60,33006840,,7.80,7.75,
5.25,7.25,,3.75,N1:6.20,33006841,,8.20,7.25,
,,3.75,,N1:8.40,33006842,4,7.60,8.25,4.50
6.25,7.50,,4.75,N1:5.60,33006843,,7.60,7,
6.75,7.25,,3,N1:6.40,33006844,,6,5.50,
6,7.50,,5,N1:5.60,33006845,,8,7.75,
,,6.50,,N1:5.60,33006846,2.25,7.80,7.50,7.50
,,6,,N1:4.40,33006847,4.75,8.20,7.75,5.50
5.75,6,,4.25,N1:5,33006848,,7,7.50,
,,3.25,,N1:3.60,33006849,6.50,6.80,7,8.25
6.75,,,,,33006850,,6.60,5.50,
6.25,8.25,,4.75,N4:8.20,33006851,,6.80,8.50,
6,9,,2.75,N1:4.20,33006852,,5.40,7.50,
,,7,,N1:4.20,33006853,4,8.20,6.50,6.75
,,3,,N1:7.40,33006854,4.25,8.80,6.75,8.25
,,7.50,,N1:4.20,33006855,4.75,7.80,7,7.25
7.50,7.50,,5.50,N1:3.20,33006856,,6,6.50,
,,6.50,,N1:5.80,33006857,1.75,8,7.50,5.50
6,8,,4.75,N1:6.20,33006858,,8,8,
,,3.75,,N1:4.40,33006859,3.25,7.60,6.25,4
6.50,8,,3,N1:6.40,33006860,,8.20,8,
8.50,7.75,,9.25,N1:2.80,33006861,,6.40,8.25,
7.25,7.75,,6.75,N1:6.60,33006862,,7.80,7.50,
6.75,7.25,,5.50,N1:6,33006863,,7.60,6.75,
,,7.25,,N1:4.60,33006864,6.50,7.80,7,5.25
8.25,8.25,,6.50,N1:5.80,33006865,,6.80,6.75,
,,6.75,,N1:5.40,33006866,7.50,7.80,6.50,7.75
,,8.25,,N1:3,33006867,4,8.40,5.50,7.75
,,7,,N1:3.40,33006868,5.25,8.20,6.25,5.75
,,7.75,,N1:3.80,33006869,7.75,8,5,7
7,9,,5.75,N1:4.80,33006870,,8.20,6.50,
6.25,7.50,,5.50,N1:3.80,33006871,,7.60,6.75,
,,5.50,,N1:3.60,33006872,5,7.80,5.75,6.75
7,8.25,,6.25,N1:5.60,33006873,,7,8.75,
,,6,,N1:5.80,33006874,5.75,8,8,7
8.50,9.25,,5.50,N1:8,33006875,,7.40,8,
6.75,7.50,,5,N1:7.40,33006876,,6.40,8,
6.50,7.25,,3.50,N1:3.40,33006877,,8,7.50,
6.25,8.25,,2.50,N1:6.40,33006878,,7.60,8.50,
,,8,,N1:3.20,33006879,6.25,4.40,8,2.25
7.75,7.50,,5,N1:5.20,33006880,,8,7.75,
4.75,5.75,,3.75,N1:6,33006881,,5.40,6.75,
6.25,7,,4.50,N1:6.40,33006882,,8.60,8,
4.25,,,1.50,,33006883,,5.60,6.75,
,,7.25,,N1:3.60,33006884,5.25,8.40,6.25,6.75
7.50,6.50,,3.50,N1:6.40,33006885,,6.80,7.50,
,,7.75,,N1:1.60,33006886,4.75,8.40,6.25,6.75
6,4.75,,4,N3:4.40,33006887,,6,5.50,
,,8.75,,N1:4.40,33006888,5.25,9.20,6.75,8
,,4.25,,N1:6.40,33006889,4.25,6.60,5.25,7.50
,,6.50,,N1:6.20,33006890,5,7.80,6.75,6.50
8,9,,6.75,N1:6,33006891,,7.80,7.75,
,,7.50,,N1:4.60,33006892,4.75,9,5.25,6
,,6,,N1:5.40,33006893,4,8,6.25,5.25
7.25,8.25,,4,N1:4,33006894,,7,4.50,
7.25,9.25,,5,N1:5.80,33006895,,7.20,7.75,
5.50,6.50,,3.75,N1:4.40,33006896,,8,7.50,
,,7.50,,N1:6.60,33006897,5,8.20,6.75,5.50
8.25,9,,6.50,N1:7,33006898,,7.20,8.25,
8.50,9.50,,7.25,N1:5.60,33006899,,8.60,7.75,
7,7.75,,4.50,N1:5,33006900,,6.60,7.25,
,,5.50,,N1:6,33006901,6,8.40,7.25,8
7,8.75,,4,N1:4.20,33006902,,6,7.50,
6,7.75,,4.25,N1:5.60,33006903,,7.80,6.50,
7.25,8,,2.75,N1:4.60,33006904,,6.60,8,
6.75,6.50,,2.75,N1:4.20,33006905,,6.40,4.50,
,,5.75,,N1:7,33006906,4.25,7.60,8.75,3.75
6,7,,3.75,N1:3.60,33006907,,6.60,7,
7.75,8.50,,4,N1:3.20,33006908,,7.80,6.75,
6.75,8,,4.25,N1:2.80,33006909,,4.40,5.75,
6.50,8.25,,4.50,N1:4.40,33006910,,6.80,7,
7.75,8.75,,6.75,N1:2.20,33006911,,3.20,8,
7.75,8.25,,5.50,N1:2.60,33006912,,3.40,8,
7,7.75,,3.75,N1:6.80,33006913,,7.20,7.50,
6.75,8,,6,N1:5.80,33006914,,7.80,8.50,
5.25,8,,3.25,N1:3.40,33006915,,3.80,8.25,
5.75,7.25,,5.75,N1:5.20,33006916,,7.40,6.75,
6.25,8.50,,5,N1:3.40,33006917,,7.20,7.50,
5.25,6.50,,4,N1:4.80,33006918,,7.40,4.50,
8.25,8,,4.50,N1:4,33006919,,6,6.50,
6.50,7.50,,2.75,N1:3.20,33006920,,7.60,6.50,
,,7,,N1:3.20,33006921,3.50,8.40,6.50,6.50
5.25,7.50,,4,N1:5.60,33006922,,7,5.75,
,,7.75,,N1:5.40,33006923,4.25,7.80,7,7.75
7.25,8.25,,6.25,N1:3.20,33006924,,8.20,6.50,
6,7.25,,2.75,N1:6.40,33006925,,7.60,6.50,
8,9.25,,4,N1:3.60,33006926,,7.80,7,
6.50,8.50,,3.25,N1:5.40,33006927,,7.40,6.25,
4.75,6.50,,3.75,N1:2.60,33006928,,7,6.50,
,,5,,N1:4.60,33006929,3.50,8.40,6,4.50
7,7.50,,4.50,N1:5.80,33006930,,7.60,6.75,
6.50,7.75,,4.25,N1:3.80,33006931,,7.20,7,
,,6.50,,N1:4,33006932,4.50,8,6.50,5.75
,,5.75,,N1:3.20,33006933,4.50,8.20,7.25,7.25
7.75,8.25,,6.50,N1:3.40,33006934,,7,7.50,
7.25,7.50,,6.50,N1:5,33006935,,7.80,7.50,
3.50,6,,3,N1:3.60,33006936,,7.20,6.50,
8,8.50,,4.50,N1:5.20,33006937,,9,8.25,
6.50,9.25,,6,N1:7.40,33006938,,8.80,7.25,
4.25,8.25,,4.25,N1:5.40,33006939,,7.80,6,
8,7,,5.50,N1:4.40,33006940,,5.80,6.75,
7,9,,5.75,N4:5.20,33006941,,6.80,8,
6.50,7.25,,6,N1:3.40,33006942,,7,7.08,
6.50,9.25,,4.25,N1:4.40,33006943,,8,7,
4.75,5.75,,5.75,N1:1.80,33006944,,6.40,7,
8.25,9.50,,7.50,N1:5.40,33006945,,6.60,8.17,
,,8.25,,N1:2.40,33006946,5.25,6.60,8.75,3.75
7,7.75,,4,N1:4.40,33006947,,7.20,6,
7.25,9,,3,N1:3.60,33006948,,7.80,8,
7.50,7.75,,6.50,N1:7.20,33006949,,6.40,6.50,
6.75,9.50,,7.25,N1:4.60,33006950,,6.80,6.33,
7.25,10,,6.25,N1:3.20,33006951,,4,7.25,
,,8.25,,N1:4.60,33006952,6.50,9.20,7,8.50
6.75,8.50,,6.25,N1:3.20,33006953,,6.40,7,
6,7.50,,6.50,N1:3.20,33006954,,4.40,7,
6.25,7.75,,6.25,N1:4.60,33006955,,5.80,7,
,,4.25,,N1:4.40,33006956,3.50,9,7,8
6.75,8.25,,4,N1:3.60,33006957,,6.20,7.75,
7.25,8.75,,5.75,N1:4.60,33006958,,7.40,8.50,
6,7.50,,4.50,N1:3.20,33006959,,6.40,6.75,
6.25,7.25,,3.25,N1:2.40,33006960,,5,6.50,
5.75,8.50,,6.75,N1:6.20,33006961,,7,7.50,
,,8.75,,N1:2.80,33006962,6,6.80,7.50,4.75
6,8.25,,2,N1:4.60,33006963,,6.60,7.50,
8,8.75,,5.50,N1:4,33006964,,7.60,7.50,
6.50,7.75,,4.50,N1:4.60,33006965,,8,7.25,
,,7.50,,N1:6.20,33006966,4.50,8.60,7.75,7.25
,,7,,N1:3.80,33006967,4.25,7.20,7.75,6.50
7.75,7.50,,4.50,N1:4.80,33006968,,7.40,7.25,
,,7.75,,N1:5.20,33006969,8,9,5.25,4.25
6.50,9,,5,N1:5.60,33006970,,8,6.25,
5.25,8,,5.25,N1:4.40,33006971,,6.40,7.50,
8.25,8.75,,7.75,N1:2.80,33006972,,7.80,7.25,
5.25,7.50,,4.75,N1:6.20,33006973,,5.20,6.25,
5.75,6.75,,4.50,N1:3.40,33006974,,7.60,7,
8.25,8,,4.75,N1:3.40,33006975,,7,7.75,
6.25,7.25,,4.25,N1:6.60,33006976,,7.20,6,
8.25,9,,8.50,N1:6,33006977,,7.40,7.75,
7.25,9,,6.25,N1:4.40,33006978,,7.40,7,
8.75,9.75,,9,N1:5,33006979,,9,8,
,,7.50,,N1:4.20,33006980,3.25,8,7.50,7.50
6.75,7.25,,4,N1:4.80,33006981,,6.80,7.50,
4.25,6.75,,2.75,N1:3,33006982,,4.40,7,
7.25,8.25,,6,N1:4.60,33006983,,5.40,7.25,
,,7.50,,N1:4.60,33006984,4.75,7.40,7.25,6.50
,,4.50,,N1:4.40,33006985,5.75,8,6.25,3.75
,,8.75,,N1:4.20,33006986,5.75,8.40,6.50,7.25
8.25,8.75,,7.25,N1:3,33006987,,8.20,7,
5.50,7.50,,4,N1:3.60,33006988,,4.20,7.25,
6.25,6.25,,3.75,N1:3.80,33006989,,3,6,
,,8.25,,N1:6,33006990,5.75,8.60,6.50,8.25
,,6.75,,N1:7.80,33006991,7,8,7,7.75
,,5.50,,N1:4.60,33006992,6,7,7,5.75
,,7.75,,N1:4,33006993,7.50,7.40,6,4.25
7.50,8.50,,2.75,N1:4.40,33006994,,7.80,6.50,
